workerid,problem,treatment,domain,questions,options,votes,predictions,elicitation_format
890,9,6,2,5,"[5, 11, 17, 23, 29]","[29, 23, 11, 5, 17]","[29, 23, 11, 5, 17]",rank-rank
890,10,6,2,6,"[6, 12, 18, 24, 30]","[6, 30, 18, 12, 24]","[6, 18, 30, 12, 24]",rank-rank
890,11,6,3,5,"[5, 11, 17, 23, 29]","[11, 29, 23, 17, 5]","[29, 23, 5, 11, 17]",rank-rank
890,12,6,3,6,"[6, 12, 18, 24, 30]","[6, 18, 30, 12, 24]","[30, 6, 18, 12, 24]",rank-rank
891,1,7,1,3,"[3, 9, 15, 21, 27]","[9, 3, 27]","[9, 15, 21, 27, 3]",approval3-rank
891,2,7,1,4,"[4, 10, 16, 22, 28]","[4, 16, 10]","[16, 28, 10, 4, 22]",approval3-rank
891,3,7,2,3,"[3, 9, 15, 21, 27]","[9, 15, 27]","[15, 3, 21, 27, 9]",approval3-rank
891,4,7,2,4,"[4, 10, 16, 22, 28]","[4, 22, 10]","[28, 22, 16, 10, 4]",approval3-rank
891,5,7,3,3,"[3, 9, 15, 21, 27]","[15, 9, 27]","[3, 21, 15, 9, 27]",approval3-rank
891,6,7,3,4,"[4, 10, 16, 22, 28]","[28, 10, 22]","[22, 28, 4, 16, 10]",approval3-rank
891,7,9,1,11,"[11, 17, 23, 29, 35]","[17, 29]","[29, 17]",approval2-approval2
891,8,9,1,12,"[12, 18, 24, 30, 36]","[30, 24]","[30, 24]",approval2-approval2
891,9,9,2,11,"[11, 17, 23, 29, 35]","[17, 35]","[17, 35]",approval2-approval2
891,10,9,2,12,"[12, 18, 24, 30, 36]","[24, 30]","[30, 24]",approval2-approval2
891,11,9,3,11,"[11, 17, 23, 29, 35]","[23, 35]","[23, 35]",approval2-approval2
891,12,9,3,12,"[12, 18, 24, 30, 36]","[18, 30]","[30, 36]",approval2-approval2
892,1,2,1,7,"[7, 13, 19, 25, 31]",[19],[25],top-top
892,2,2,1,8,"[8, 14, 20, 26, 32]",[32],[8],top-top
892,3,2,2,7,"[7, 13, 19, 25, 31]",[7],[31],top-top
892,4,2,2,8,"[8, 14, 20, 26, 32]",[8],[8],top-top
892,5,2,3,7,"[7, 13, 19, 25, 31]",[19],[25],top-top
892,6,2,3,8,"[8, 14, 20, 26, 32]",[14],[14],top-top
892,7,4,1,11,"[11, 17, 23, 29, 35]","[29, 17, 11, 35, 23]",[],rank-none
892,8,4,1,12,"[12, 18, 24, 30, 36]","[24, 18, 36, 30, 12]",[],rank-none
892,9,4,2,11,"[11, 17, 23, 29, 35]","[11, 17, 35, 29, 23]",[],rank-none
892,10,4,2,12,"[12, 18, 24, 30, 36]","[30, 24, 18, 12, 36]",[],rank-none
892,11,4,3,11,"[11, 17, 23, 29, 35]","[17, 35, 11, 29, 23]",[],rank-none
892,12,4,3,12,"[12, 18, 24, 30, 36]","[12, 36, 24, 30, 18]",[],rank-none
893,1,2,1,9,"[9, 15, 21, 27, 33]",[21],[9],top-top
893,2,2,1,10,"[10, 16, 22, 28, 34]",[10],[28],top-top
893,3,2,2,9,"[9, 15, 21, 27, 33]",[33],[15],top-top
893,4,2,2,10,"[10, 16, 22, 28, 34]",[22],[10],top-top
893,5,2,3,9,"[9, 15, 21, 27, 33]",[15],[33],top-top
893,6,2,3,10,"[10, 16, 22, 28, 34]",[34],[22],top-top
893,7,3,1,5,"[5, 11, 17, 23, 29]",[29],"[17, 5, 29, 11, 23]",top-rank
893,8,3,1,6,"[6, 12, 18, 24, 30]",[18],"[6, 12, 24, 30, 18]",top-rank
893,9,3,2,5,"[5, 11, 17, 23, 29]",[11],"[11, 29, 23, 5, 17]",top-rank
893,10,3,2,6,"[6, 12, 18, 24, 30]",[12],"[12, 24, 18, 6, 30]",top-rank
893,11,3,3,5,"[5, 11, 17, 23, 29]",[29],"[17, 11, 29, 23, 5]",top-rank
893,12,3,3,6,"[6, 12, 18, 24, 30]",[24],"[18, 12, 30, 24, 6]",top-rank
894,1,2,1,11,"[11, 17, 23, 29, 35]",[11],[11],top-top
894,2,2,1,12,"[12, 18, 24, 30, 36]",[12],[12],top-top
894,3,2,2,11,"[11, 17, 23, 29, 35]",[29],[29],top-top
894,4,2,2,12,"[12, 18, 24, 30, 36]",[30],[30],top-top
894,5,2,3,11,"[11, 17, 23, 29, 35]",[11],[11],top-top
894,6,2,3,12,"[12, 18, 24, 30, 36]",[18],[18],top-top
894,7,5,1,1,"[1, 7, 13, 19, 25]","[25, 7, 13, 1, 19]",[13],rank-top
894,8,5,1,2,"[2, 8, 14, 20, 26]","[26, 2, 8, 20, 14]",[20],rank-top
894,9,5,2,1,"[1, 7, 13, 19, 25]","[7, 19, 13, 1, 25]",[1],rank-top
894,10,5,2,2,"[2, 8, 14, 20, 26]","[14, 2, 26, 20, 8]",[20],rank-top
894,11,5,3,1,"[1, 7, 13, 19, 25]","[25, 1, 19, 7, 13]",[19],rank-top
894,12,5,3,2,"[2, 8, 14, 20, 26]","[2, 26, 14, 8, 20]",[8],rank-top
895,1,1,1,1,"[1, 7, 13, 19, 25]",[25],[],top-none
895,2,1,1,2,"[2, 8, 14, 20, 26]",[20],[],top-none
895,3,1,2,1,"[1, 7, 13, 19, 25]",[19],[],top-none
895,4,1,2,2,"[2, 8, 14, 20, 26]",[26],[],top-none
895,5,1,3,1,"[1, 7, 13, 19, 25]",[None],[],top-none
895,6,1,3,2,"[2, 8, 14, 20, 26]",[None],[],top-none
895,7,7,1,5,"[5, 11, 17, 23, 29]","[5, 17, 11]","[17, 5, 11, 23, 29]",approval3-rank
895,8,7,1,6,"[6, 12, 18, 24, 30]","[18, 6, 24]","[12, 30, 24, 6, 18]",approval3-rank
895,9,7,2,5,"[5, 11, 17, 23, 29]","[5, 29, 17]","[23, 11, 17, 29, 5]",approval3-rank
895,10,7,2,6,"[6, 12, 18, 24, 30]","[6, 18, 24]","[30, 12, 24, 6, 18]",approval3-rank
895,11,7,3,5,"[5, 11, 17, 23, 29]","[17, 23, 29]","[11, 5, 23, 17, 29]",approval3-rank
895,12,7,3,6,"[6, 12, 18, 24, 30]","[12, 24, 6]","[30, 18, 12, 24, 6]",approval3-rank
896,1,5,1,3,"[3, 9, 15, 21, 27]","[3, 27, 15, 9, 21]",[21],rank-top
896,2,5,1,4,"[4, 10, 16, 22, 28]","[22, 16, 28, 10, 4]",[16],rank-top
896,3,5,2,3,"[3, 9, 15, 21, 27]","[21, 15, 3, 27, 9]",[15],rank-top
896,4,5,2,4,"[4, 10, 16, 22, 28]","[22, 28, 10, 4, 16]",[4],rank-top
896,5,5,3,3,"[3, 9, 15, 21, 27]","[15, 27, 9, 3, 21]",[3],rank-top
896,6,5,3,4,"[4, 10, 16, 22, 28]","[4, 10, 28, 22, 16]",[28],rank-top
896,7,9,1,1,"[1, 7, 13, 19, 25]","[25, 13]","[1, 25]",approval2-approval2
896,8,9,1,2,"[2, 8, 14, 20, 26]","[26, 20]","[26, 14]",approval2-approval2
896,9,9,2,1,"[1, 7, 13, 19, 25]","[7, 25]","[7, 25]",approval2-approval2
896,10,9,2,2,"[2, 8, 14, 20, 26]","[14, 2]","[14, 20]",approval2-approval2
896,11,9,3,1,"[1, 7, 13, 19, 25]","[25, 13]","[25, 7]",approval2-approval2
896,12,9,3,2,"[2, 8, 14, 20, 26]","[26, 14]","[8, 2]",approval2-approval2
897,1,3,1,7,"[7, 13, 19, 25, 31]",[7],"[19, 31, 25, 7, 13]",top-rank
897,2,3,1,8,"[8, 14, 20, 26, 32]",[8],"[26, 32, 8, 14, 20]",top-rank
897,3,3,2,7,"[7, 13, 19, 25, 31]",[31],"[7, 25, 19, 31, 13]",top-rank
897,4,3,2,8,"[8, 14, 20, 26, 32]",[32],"[8, 26, 20, 32, 14]",top-rank
897,5,3,3,7,"[7, 13, 19, 25, 31]",[13],"[7, 31, 13, 19, 25]",top-rank
897,6,3,3,8,"[8, 14, 20, 26, 32]",[20],"[26, 32, 20, 8, 14]",top-rank
897,7,6,1,7,"[7, 13, 19, 25, 31]","[31, 7, 19, 25, 13]","[31, 19, 25, 7, 13]",rank-rank
897,8,6,1,8,"[8, 14, 20, 26, 32]","[32, 26, 20, 8, 14]","[32, 8, 26, 20, 14]",rank-rank
897,9,6,2,7,"[7, 13, 19, 25, 31]","[13, 25, 19, 31, 7]","[13, 19, 31, 25, 7]",rank-rank
897,10,6,2,8,"[8, 14, 20, 26, 32]","[14, 8, 26, 20, 32]","[14, 20, 8, 26, 32]",rank-rank
897,11,6,3,7,"[7, 13, 19, 25, 31]","[25, 7, 31, 19, 13]","[25, 7, 31, 19, 13]",rank-rank
897,12,6,3,8,"[8, 14, 20, 26, 32]","[14, 8, 20, 32, 26]","[14, 8, 20, 32, 26]",rank-rank
898,1,1,1,3,"[3, 9, 15, 21, 27]",[9],[],top-none
898,2,1,1,4,"[4, 10, 16, 22, 28]",[10],[],top-none
898,3,1,2,3,"[3, 9, 15, 21, 27]",[9],[],top-none
898,4,1,2,4,"[4, 10, 16, 22, 28]",[10],[],top-none
898,5,1,3,3,"[3, 9, 15, 21, 27]",[9],[],top-none
898,6,1,3,4,"[4, 10, 16, 22, 28]",[28],[],top-none
898,7,6,1,9,"[9, 15, 21, 27, 33]","[21, 27, 15, 33, 9]","[15, 27, 33, 21, 9]",rank-rank
898,8,6,1,10,"[10, 16, 22, 28, 34]","[10, 16, 28, 34, 22]","[16, 34, 22, 28, 10]",rank-rank
898,9,6,2,9,"[9, 15, 21, 27, 33]","[27, 33, 15, 21, 9]","[33, 27, 15, 21, 9]",rank-rank
898,10,6,2,10,"[10, 16, 22, 28, 34]","[22, 34, 10, 16, 28]","[16, 28, 10, 22, 34]",rank-rank
898,11,6,3,9,"[9, 15, 21, 27, 33]","[21, 15, 33, 27, 9]","[21, 9, 15, 33, 27]",rank-rank
898,12,6,3,10,"[10, 16, 22, 28, 34]","[10, 22, 28, 34, 16]","[34, 22, 28, 10, 16]",rank-rank
899,1,2,1,1,"[1, 7, 13, 19, 25]",[25],[7],top-top
899,2,2,1,2,"[2, 8, 14, 20, 26]",[20],[14],top-top
899,3,2,2,1,"[1, 7, 13, 19, 25]",[7],[7],top-top
899,4,2,2,2,"[2, 8, 14, 20, 26]",[8],[8],top-top
899,5,2,3,1,"[1, 7, 13, 19, 25]",[1],[7],top-top
899,6,2,3,2,"[2, 8, 14, 20, 26]",[2],[2],top-top
899,7,3,1,9,"[9, 15, 21, 27, 33]",[27],"[27, 21, 9, 33, 15]",top-rank
899,8,3,1,10,"[10, 16, 22, 28, 34]",[10],"[22, 28, 16, 10, 34]",top-rank
899,9,3,2,9,"[9, 15, 21, 27, 33]",[21],"[27, 9, 15, 33, 21]",top-rank
899,10,3,2,10,"[10, 16, 22, 28, 34]",[16],"[28, 34, 22, 16, 10]",top-rank
899,11,3,3,9,"[9, 15, 21, 27, 33]",[27],"[21, 15, 33, 27, 9]",top-rank
899,12,3,3,10,"[10, 16, 22, 28, 34]",[16],"[22, 28, 10, 34, 16]",top-rank
900,1,5,1,5,"[5, 11, 17, 23, 29]","[17, 29, 5, 23, 11]",[5],rank-top
900,2,5,1,6,"[6, 12, 18, 24, 30]","[24, 12, 6, 30, 18]",[6],rank-top
900,3,5,2,5,"[5, 11, 17, 23, 29]","[23, 17, 29, 5, 11]",[5],rank-top
900,4,5,2,6,"[6, 12, 18, 24, 30]","[24, 6, 18, 30, 12]",[18],rank-top
900,5,5,3,5,"[5, 11, 17, 23, 29]","[23, 11, 29, 17, 5]",[17],rank-top
900,6,5,3,6,"[6, 12, 18, 24, 30]","[30, 6, 12, 18, 24]",[12],rank-top
900,7,6,1,11,"[11, 17, 23, 29, 35]","[29, 23, 35, 11, 17]","[29, 11, 35, 23, 17]",rank-rank
900,8,6,1,12,"[12, 18, 24, 30, 36]","[12, 18, 36, 24, 30]","[12, 36, 18, 24, 30]",rank-rank
900,9,6,2,11,"[11, 17, 23, 29, 35]","[17, 23, 29, 11, 35]","[17, 11, 29, 23, 35]",rank-rank
900,10,6,2,12,"[12, 18, 24, 30, 36]","[12, 36, 18, 24, 30]","[12, 18, 36, 24, 30]",rank-rank
900,11,6,3,11,"[11, 17, 23, 29, 35]","[35, 17, 23, 11, 29]","[35, 17, 23, 11, 29]",rank-rank
900,12,6,3,12,"[12, 18, 24, 30, 36]","[30, 18, 24, 12, 36]","[30, 18, 24, 12, 36]",rank-rank
901,1,7,1,7,"[7, 13, 19, 25, 31]","[7, 25, 31]","[13, 19, 25, 7, 31]",approval3-rank
901,2,7,1,8,"[8, 14, 20, 26, 32]","[26, 20, 32]","[14, 8, 20, 26, 32]",approval3-rank
901,3,7,2,7,"[7, 13, 19, 25, 31]","[13, 31, 7]","[19, 31, 13, 25, 7]",approval3-rank
901,4,7,2,8,"[8, 14, 20, 26, 32]","[26, 32, 14]","[8, 32, 26, 20, 14]",approval3-rank
901,5,7,3,7,"[7, 13, 19, 25, 31]","[7, 25, 31]","[13, 19, 31, 25, 7]",approval3-rank
901,6,7,3,8,"[8, 14, 20, 26, 32]","[32, 8, 26]","[20, 14, 8, 32, 26]",approval3-rank
901,7,8,1,7,"[7, 13, 19, 25, 31]",[19],"[13, 19, 31]",top-approval3
901,8,8,1,8,"[8, 14, 20, 26, 32]",[26],"[26, 32, 8]",top-approval3
901,9,8,2,7,"[7, 13, 19, 25, 31]",[19],"[25, 19, 31]",top-approval3
901,10,8,2,8,"[8, 14, 20, 26, 32]",[26],"[8, 32, 14]",top-approval3
901,11,8,3,7,"[7, 13, 19, 25, 31]",[31],"[31, 19, 13]",top-approval3
901,12,8,3,8,"[8, 14, 20, 26, 32]",[26],"[20, 26, 32]",top-approval3
902,1,6,1,1,"[1, 7, 13, 19, 25]","[7, 1, 25, 13, 19]","[7, 13, 19, 1, 25]",rank-rank
902,2,6,1,2,"[2, 8, 14, 20, 26]","[8, 2, 14, 26, 20]","[8, 14, 26, 20, 2]",rank-rank
902,3,6,2,1,"[1, 7, 13, 19, 25]","[25, 19, 1, 7, 13]","[25, 13, 7, 19, 1]",rank-rank
902,4,6,2,2,"[2, 8, 14, 20, 26]","[26, 20, 2, 14, 8]","[26, 14, 20, 2, 8]",rank-rank
902,5,6,3,1,"[1, 7, 13, 19, 25]","[13, 7, 25, 1, 19]","[13, 7, 25, 1, 19]",rank-rank
902,6,6,3,2,"[2, 8, 14, 20, 26]","[14, 26, 8, 2, 20]","[14, 26, 8, 20, 2]",rank-rank
902,7,8,1,9,"[9, 15, 21, 27, 33]",[27],"[15, 27, 9]",top-approval3
902,8,8,1,10,"[10, 16, 22, 28, 34]",[16],"[34, 16, 22]",top-approval3
902,9,8,2,9,"[9, 15, 21, 27, 33]",[9],"[21, 9, 33]",top-approval3
902,10,8,2,10,"[10, 16, 22, 28, 34]",[28],"[28, 34, 10]",top-approval3
902,11,8,3,9,"[9, 15, 21, 27, 33]",[15],"[15, 9, 27]",top-approval3
902,12,8,3,10,"[10, 16, 22, 28, 34]",[22],"[22, 16, 10]",top-approval3
903,1,5,1,7,"[7, 13, 19, 25, 31]","[31, 13, 25, 7, 19]",[25],rank-top
903,2,5,1,8,"[8, 14, 20, 26, 32]","[26, 14, 20, 32, 8]",[32],rank-top
903,3,5,2,7,"[7, 13, 19, 25, 31]","[13, 25, 31, 19, 7]",[31],rank-top
903,4,5,2,8,"[8, 14, 20, 26, 32]","[20, 8, 26, 14, 32]",[32],rank-top
903,5,5,3,7,"[7, 13, 19, 25, 31]","[19, 7, 13, 25, 31]",[31],rank-top
903,6,5,3,8,"[8, 14, 20, 26, 32]","[14, 26, 8, 32, 20]",[8],rank-top
903,7,9,1,3,"[3, 9, 15, 21, 27]","[9, 21]","[9, 21]",approval2-approval2
903,8,9,1,4,"[4, 10, 16, 22, 28]","[4, 28]","[28, 4]",approval2-approval2
903,9,9,2,3,"[3, 9, 15, 21, 27]","[9, 21]","[9, 21]",approval2-approval2
903,10,9,2,4,"[4, 10, 16, 22, 28]","[10, 28]","[28, 10]",approval2-approval2
903,11,9,3,3,"[3, 9, 15, 21, 27]","[27, 21]","[27, 21]",approval2-approval2
903,12,9,3,4,"[4, 10, 16, 22, 28]","[10, 22]","[22, 10]",approval2-approval2
904,1,3,1,11,"[11, 17, 23, 29, 35]",[11],"[11, 29, 35, 23, 17]",top-rank
904,2,3,1,12,"[12, 18, 24, 30, 36]",[30],"[18, 30, 24, 36, 12]",top-rank
904,3,3,2,11,"[11, 17, 23, 29, 35]",[11],"[23, 35, 11, 17, 29]",top-rank
904,4,3,2,12,"[12, 18, 24, 30, 36]",[12],"[18, 12, 24, 30, 36]",top-rank
904,5,3,3,11,"[11, 17, 23, 29, 35]",[35],"[11, 35, 29, 17, 23]",top-rank
904,6,3,3,12,"[12, 18, 24, 30, 36]",[36],"[12, 36, 18, 30, 24]",top-rank
904,7,8,1,11,"[11, 17, 23, 29, 35]",[17],"[17, 29, 11]",top-approval3
904,8,8,1,12,"[12, 18, 24, 30, 36]",[24],"[24, 18, 12]",top-approval3
904,9,8,2,11,"[11, 17, 23, 29, 35]",[23],"[23, 17, 11]",top-approval3
904,10,8,2,12,"[12, 18, 24, 30, 36]",[24],"[24, 30, 12]",top-approval3
904,11,8,3,11,"[11, 17, 23, 29, 35]",[29],"[29, 35, 11]",top-approval3
904,12,8,3,12,"[12, 18, 24, 30, 36]",[12],"[12, 36, 24]",top-approval3
905,1,5,1,9,"[9, 15, 21, 27, 33]","[9, 21, 33, 15, 27]",[27],rank-top
905,2,5,1,10,"[10, 16, 22, 28, 34]","[22, 16, 34, 28, 10]",[28],rank-top
905,3,5,2,9,"[9, 15, 21, 27, 33]","[27, 9, 21, 15, 33]",[21],rank-top
905,4,5,2,10,"[10, 16, 22, 28, 34]","[34, 28, 22, 10, 16]",[22],rank-top
905,5,5,3,9,"[9, 15, 21, 27, 33]","[27, 21, 33, 9, 15]",[33],rank-top
905,6,5,3,10,"[10, 16, 22, 28, 34]","[10, 22, 16, 28, 34]",[16],rank-top
905,7,8,1,1,"[1, 7, 13, 19, 25]",[13],"[25, 7, 13]",top-approval3
905,8,8,1,2,"[2, 8, 14, 20, 26]",[14],"[20, 14, 8]",top-approval3
905,9,8,2,1,"[1, 7, 13, 19, 25]",[7],"[13, 7, 19]",top-approval3
905,10,8,2,2,"[2, 8, 14, 20, 26]",[20],"[20, 8, 2]",top-approval3
905,11,8,3,1,"[1, 7, 13, 19, 25]",[25],"[1, 25, 19]",top-approval3
905,12,8,3,2,"[2, 8, 14, 20, 26]",[8],"[26, 8, 14]",top-approval3
906,1,4,1,1,"[1, 7, 13, 19, 25]","[1, 19, 7, 25, 13]",[],rank-none
906,2,4,1,2,"[2, 8, 14, 20, 26]","[8, 2, 20, 26, 14]",[],rank-none
906,3,4,2,1,"[1, 7, 13, 19, 25]","[7, 25, 1, 19, 13]",[],rank-none
906,4,4,2,2,"[2, 8, 14, 20, 26]","[14, 2, 8, 20, 26]",[],rank-none
906,5,4,3,1,"[1, 7, 13, 19, 25]","[25, 19, 7, 1, 13]",[],rank-none
906,6,4,3,2,"[2, 8, 14, 20, 26]","[14, 2, 20, 26, 8]",[],rank-none
906,7,8,1,3,"[3, 9, 15, 21, 27]",[3],"[9, 3, 21]",top-approval3
906,8,8,1,4,"[4, 10, 16, 22, 28]",[4],"[10, 4, 28]",top-approval3
906,9,8,2,3,"[3, 9, 15, 21, 27]",[27],"[21, 27, 15]",top-approval3
906,10,8,2,4,"[4, 10, 16, 22, 28]",[28],"[28, 16, 4]",top-approval3
906,11,8,3,3,"[3, 9, 15, 21, 27]",[15],"[15, 3, 21]",top-approval3
906,12,8,3,4,"[4, 10, 16, 22, 28]",[16],"[16, 10, 28]",top-approval3
907,1,6,1,3,"[3, 9, 15, 21, 27]","[3, 15, 9, 27, 21]","[3, 15, 9, 27, 21]",rank-rank
907,2,6,1,4,"[4, 10, 16, 22, 28]","[10, 4, 28, 16, 22]","[10, 4, 28, 16, 22]",rank-rank
907,3,6,2,3,"[3, 9, 15, 21, 27]","[9, 3, 27, 15, 21]","[9, 3, 27, 15, 21]",rank-rank
907,4,6,2,4,"[4, 10, 16, 22, 28]","[22, 4, 28, 16, 10]","[22, 4, 16, 10, 28]",rank-rank
907,5,6,3,3,"[3, 9, 15, 21, 27]","[3, 9, 27, 21, 15]","[3, 9, 21, 15, 27]",rank-rank
907,6,6,3,4,"[4, 10, 16, 22, 28]","[28, 10, 4, 22, 16]","[28, 10, 16, 4, 22]",rank-rank
907,7,7,1,9,"[9, 15, 21, 27, 33]","[27, 15, 9]","[21, 33, 15, 27, 9]",approval3-rank
907,8,7,1,10,"[10, 16, 22, 28, 34]","[34, 22, 10]","[16, 10, 34, 22, 28]",approval3-rank
907,9,7,2,9,"[9, 15, 21, 27, 33]","[9, 21, 15]","[33, 21, 9, 27, 15]",approval3-rank
907,10,7,2,10,"[10, 16, 22, 28, 34]","[10, 28, 22]","[16, 28, 34, 10, 22]",approval3-rank
907,11,7,3,9,"[9, 15, 21, 27, 33]","[15, 9, 27]","[21, 9, 27, 15, 33]",approval3-rank
907,12,7,3,10,"[10, 16, 22, 28, 34]","[34, 22, 16]","[10, 22, 34, 16, 28]",approval3-rank
908,1,1,1,5,"[5, 11, 17, 23, 29]",[5],[],top-none
908,2,1,1,6,"[6, 12, 18, 24, 30]",[12],[],top-none
908,3,1,2,5,"[5, 11, 17, 23, 29]",[17],[],top-none
908,4,1,2,6,"[6, 12, 18, 24, 30]",[12],[],top-none
908,5,1,3,5,"[5, 11, 17, 23, 29]",[29],[],top-none
908,6,1,3,6,"[6, 12, 18, 24, 30]",[30],[],top-none
908,7,5,1,11,"[11, 17, 23, 29, 35]","[35, 17, 23, 11, 29]",[29],rank-top
908,8,5,1,12,"[12, 18, 24, 30, 36]","[24, 36, 18, 30, 12]",[36],rank-top
908,9,5,2,11,"[11, 17, 23, 29, 35]","[35, 23, 29, 17, 11]",[23],rank-top
908,10,5,2,12,"[12, 18, 24, 30, 36]","[18, 12, 30, 24, 36]",[36],rank-top
908,11,5,3,11,"[11, 17, 23, 29, 35]","[23, 17, 11, 29, 35]",[11],rank-top
908,12,5,3,12,"[12, 18, 24, 30, 36]","[24, 36, 18, 30, 12]",[18],rank-top
909,1,1,1,7,"[7, 13, 19, 25, 31]",[7],[],top-none
909,2,1,1,8,"[8, 14, 20, 26, 32]",[14],[],top-none
909,3,1,2,7,"[7, 13, 19, 25, 31]",[31],[],top-none
909,4,1,2,8,"[8, 14, 20, 26, 32]",[26],[],top-none
909,5,1,3,7,"[7, 13, 19, 25, 31]",[None],[],top-none
909,6,1,3,8,"[8, 14, 20, 26, 32]",[None],[],top-none
909,7,2,1,3,"[3, 9, 15, 21, 27]",[3],[3],top-top
909,8,2,1,4,"[4, 10, 16, 22, 28]",[22],[4],top-top
909,9,2,2,3,"[3, 9, 15, 21, 27]",[27],[9],top-top
909,10,2,2,4,"[4, 10, 16, 22, 28]",[22],[28],top-top
909,11,2,3,3,"[3, 9, 15, 21, 27]",[27],[21],top-top
909,12,2,3,4,"[4, 10, 16, 22, 28]",[22],[10],top-top
910,1,7,1,11,"[11, 17, 23, 29, 35]","[17, 29, 11]","[17, 11, 29, 23, 35]",approval3-rank
910,2,7,1,12,"[12, 18, 24, 30, 36]","[18, 24, 30]","[18, 24, 30, 12, 36]",approval3-rank
910,3,7,2,11,"[11, 17, 23, 29, 35]","[35, 17, 23]","[35, 17, 23, 29, 11]",approval3-rank
910,4,7,2,12,"[12, 18, 24, 30, 36]","[24, 18, 12]","[24, 12, 18, 30, 36]",approval3-rank
910,5,7,3,11,"[11, 17, 23, 29, 35]","[11, 29, 17]","[17, 11, 29, 35, 23]",approval3-rank
910,6,7,3,12,"[12, 18, 24, 30, 36]","[12, 18, 24]","[12, 24, 18, 30, 36]",approval3-rank
910,7,9,1,5,"[5, 11, 17, 23, 29]","[29, 11]","[29, 11]",approval2-approval2
910,8,9,1,6,"[6, 12, 18, 24, 30]","[18, 24]","[24, 18]",approval2-approval2
910,9,9,2,5,"[5, 11, 17, 23, 29]","[17, 23]","[23, 17]",approval2-approval2
910,10,9,2,6,"[6, 12, 18, 24, 30]","[24, 12]","[18, 12]",approval2-approval2
910,11,9,3,5,"[5, 11, 17, 23, 29]","[17, 23]","[17, 23]",approval2-approval2
910,12,9,3,6,"[6, 12, 18, 24, 30]","[24, 18]","[24, 18]",approval2-approval2
911,1,1,1,9,"[9, 15, 21, 27, 33]",[9],[],top-none
911,2,1,1,10,"[10, 16, 22, 28, 34]",[22],[],top-none
911,3,1,2,9,"[9, 15, 21, 27, 33]",[27],[],top-none
911,4,1,2,10,"[10, 16, 22, 28, 34]",[34],[],top-none
911,5,1,3,9,"[9, 15, 21, 27, 33]",[15],[],top-none
911,6,1,3,10,"[10, 16, 22, 28, 34]",[22],[],top-none
911,7,9,1,7,"[7, 13, 19, 25, 31]","[7, 19]","[7, 13]",approval2-approval2
911,8,9,1,8,"[8, 14, 20, 26, 32]","[20, 26]","[32, 26]",approval2-approval2
911,9,9,2,7,"[7, 13, 19, 25, 31]","[7, 19]","[25, 7]",approval2-approval2
911,10,9,2,8,"[8, 14, 20, 26, 32]","[14, 26]","[26, 14]",approval2-approval2
911,11,9,3,7,"[7, 13, 19, 25, 31]","[13, 25]","[13, 25]",approval2-approval2
911,12,9,3,8,"[8, 14, 20, 26, 32]","[26, 8]","[14, 20]",approval2-approval2
912,1,4,1,3,"[3, 9, 15, 21, 27]","[27, 9, 3, 15, 21]",[],rank-none
912,2,4,1,4,"[4, 10, 16, 22, 28]","[22, 10, 16, 4, 28]",[],rank-none
912,3,4,2,3,"[3, 9, 15, 21, 27]","[15, 3, 27, 21, 9]",[],rank-none
912,4,4,2,4,"[4, 10, 16, 22, 28]","[16, 22, 4, 10, 28]",[],rank-none
912,5,4,3,3,"[3, 9, 15, 21, 27]","[15, 27, 21, 9, 3]",[],rank-none
912,6,4,3,4,"[4, 10, 16, 22, 28]","[16, 28, 4, 10, 22]",[],rank-none
912,7,7,1,1,"[1, 7, 13, 19, 25]","[19, 1, 25]","[7, 25, 1, 13, 19]",approval3-rank
912,8,7,1,2,"[2, 8, 14, 20, 26]","[14, 20, 2]","[26, 2, 8, 20, 14]",approval3-rank
912,9,7,2,1,"[1, 7, 13, 19, 25]","[7, 1, 25]","[19, 25, 13, 7, 1]",approval3-rank
912,10,7,2,2,"[2, 8, 14, 20, 26]","[2, 8, 26]","[14, 20, 2, 26, 8]",approval3-rank
912,11,7,3,1,"[1, 7, 13, 19, 25]","[19, 1, 7]","[25, 7, 13, 1, 19]",approval3-rank
912,12,7,3,2,"[2, 8, 14, 20, 26]","[26, 14, 20]","[2, 14, 20, 8, 26]",approval3-rank
913,1,1,1,11,"[11, 17, 23, 29, 35]",[11],[],top-none
913,2,1,1,12,"[12, 18, 24, 30, 36]",[30],[],top-none
913,3,1,2,11,"[11, 17, 23, 29, 35]",[29],[],top-none
913,4,1,2,12,"[12, 18, 24, 30, 36]",[30],[],top-none
913,5,1,3,11,"[11, 17, 23, 29, 35]",[35],[],top-none
913,6,1,3,12,"[12, 18, 24, 30, 36]",[30],[],top-none
913,7,4,1,5,"[5, 11, 17, 23, 29]","[11, 5, 17, 23, 29]",[],rank-none
913,8,4,1,6,"[6, 12, 18, 24, 30]","[18, 6, 12, 30, 24]",[],rank-none
913,9,4,2,5,"[5, 11, 17, 23, 29]","[29, 23, 11, 17, 5]",[],rank-none
913,10,4,2,6,"[6, 12, 18, 24, 30]","[18, 12, 6, 24, 30]",[],rank-none
913,11,4,3,5,"[5, 11, 17, 23, 29]","[23, 17, 11, 5, 29]",[],rank-none
913,12,4,3,6,"[6, 12, 18, 24, 30]","[30, 24, 18, 6, 12]",[],rank-none
